"Timestamp","Gender","What country do you live in?","If United States, what state?","What is your age?","What is the highest level of education you have completed?","If you obtained more than an Bachelor's (Undergraduate) Degree (like a Masters or PhD), would you recommend it?","Job status","Income level in US Dollars","How long have you been working?","If employed, what is your current job title (without the GIS)?","What industry do you work in?","What desktop GIS software do you use?","What desktop GIS software do you mainly use?","If ArcGIS, are you using Pro?","Do you use any design software to finish your maps?","Is your work primarily vector or raster based?","Apart from GIS software, what other software do you use for your work?","Does your work require programming?","Database of choice?","Do you have a professional certification?","How happy are you with your choice of GIS as profession?","How optimistic are you about the future of GIS as a profession?"
"2019/06/08 2:26:22 PM GMT+1","Male","United States","Florida","45 to 54","Bachelor's (Undergraduate) Degree",,"Self employed (Entrepreneur, Freelancer, etc..)","$100,000 - $150,000","11-25 years","Developer","GIS","ArcGIS;Global Mapper;QGIS","QGIS","Primarily","No","50/50","FME;GDAL;Python;Custom .net core tools and scripts","Python;SQL;C#;JavaScript","SQLite (SpatiaLite, GeoPackage)","No",10,10
"2019/06/08 2:39:10 PM GMT+1","Male","New Zealand",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","5-10 years","Analyst","Local Government","Google Earth;Geomedia","Other","No","No","Vector","FME;SQL Server","Python;SQL","SQL Server","No",8,8
"2019/06/08 2:41:04 PM GMT+1","Male","United Kingdom",,"45 to 54","Bachelor's (Undergraduate) Degree","Maybe","Mid level","$40,000 - $50,000","11-25 years","Consultant","GIS","ArcGIS","ArcGIS","Exclusively","No","50/50","FME;Python","Python","File Geodatabase (ESRI)","No",10,9
"2019/06/08 3:46:03 PM GMT+1","Male","United States","Nebraska","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$75,000 - $100,000","2-5 years","Developer","Defense","ArcGIS;Google Earth;GRASS;MapInfo;QGIS","QGIS",,"No","50/50","Access;GDAL;PostGIS;PyCharm;Python;R;SQL Server","Python;SQL","PostgreSQL","No",10,10
"2019/06/08 3:48:23 PM GMT+1","Male","United States","Kentucky","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$100,000 - $150,000","5-10 years","Developer","Utilities","ArcGIS;AutoCAD;Google Earth;QGIS;SmallWorld","ArcGIS","Exclusively","No","Vector","FME;GIMP;Microstation;Python;R;SQL Server","Python;SQL;.NET;C#;JavaScript","SQL Server","No",9,10
"2019/06/08 3:48:51 PM GMT+1","Male","Ireland",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$40,000 - $50,000","2-5 years","Analyst","IT","ArcGIS","ArcGIS","No","No","Vector","Python;SQL Server","Python;SQL","File Geodatabase (ESRI)","No",7,5
"2019/06/08 3:57:51 PM GMT+1","Male","Mexico",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","Under $20,000","Under 1 year","Technician","Local Government","ArcGIS;AutoCAD;QGIS","QGIS","No","No","Vector","GDAL;PostGIS;SQL Server","No","PostgreSQL","No",8,10
"2019/06/08 4:32:41 PM GMT+1","Male","United States","South Carolina","25 to 34","Bachelor's (Undergraduate) Degree","Yes","Mangement","$50,000 - $75,000","11-25 years","Database Administrator","Utilities","QGIS","QGIS",,"No","Vector","GDAL;GIMP;PostGIS;Python;SQL Server","Python;SQL;JavaScript","PostgreSQL","GISP",8,6
"2019/06/08 5:15:11 PM GMT+1","Female","Canada",,"25 to 34","Bachelor's (Undergraduate) Degree","No","Student - University/College","Under $20,000","Not employed.","Analyst","GIS","ArcGIS;ENVI;GRASS;QGIS","QGIS","A bit","PhotoShop","50/50","Python","No","File Geodatabase (ESRI)","No",9,9
"2019/06/08 6:41:13 PM GMT+1","Male","Netherlands",,"18 to 24","Bachelor's (Undergraduate) Degree","Yes","Student - University/College","Under $20,000","Under 1 year","Intern","Oil and Gas","ArcGIS","ArcGIS","Exclusively","No","Vector","FME;Matlab","No","None (ShapeFiles baby)","No",8,8
"2019/06/08 7:28:42 PM GMT+1","Male","United States","North Carolina","35 to 44","Master's Degree","Yes","Mid level","$75,000 - $100,000","5-10 years","Specialist","Agriculture","ArcGIS;GRASS;QGIS","QGIS","Primarily","No","Vector","GDAL;PostGIS;PyCharm;Python;SQL Server","Python","PostgreSQL","No",9,8
"2019/06/08 8:02:15 PM GMT+1","Male","Mexico",,"25 to 34","High School or equivalent",,"Student - University/College","Under $20,000","Not employed.",,,"ArcGIS;Google Earth;QGIS","ArcGIS","Primarily","No","Vector","Python;R","No","None (ShapeFiles baby)","No",8,9
"2019/06/08 8:43:22 PM GMT+1","Male","Canada",,"25 to 34","Master's Degree","Yes","Mid level","$40,000 - $50,000","2-5 years","Consultant","GIS","ArcGIS;QGIS","ArcGIS","Primarily","No","Vector","PyCharm;Python;R;SQL Server;Oracle, postgresql","Python;SQL;JavaScript","File Geodatabase (ESRI)","No",10,10
"2019/06/08 11:10:41 PM GMT+1","Male","New Zealand",,"25 to 34","Doctorate degree","Yes","Mid level","$75,000 - $100,000","11-25 years","Developer","Consulting","ArcGIS;QGIS","ArcGIS","Primarily","No","Vector","FME;GDAL;GIMP;PostGIS;Python;SQL Server","Python;SQL;JavaScript","SQL Server","No",9,10
"2019/06/08 11:13:19 PM GMT+1","Female","United States","Maryland","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$75,000 - $100,000","5-10 years","Analyst","Central Government","ArcGIS","ArcGIS","Exclusively","No","Vector","Access;Python","No","File Geodatabase (ESRI)","ACPM",7,10
"2019/06/08 11:33:08 PM GMT+1","Male","United States","Florida","35 to 44","Bachelor's (Undergraduate) Degree","Maybe","Mangement","$75,000 - $100,000","5-10 years","Manager","GIS","ArcGIS;Google Earth","ArcGIS","Primarily","No","Vector","FME;Python;SQL Server","Python;JavaScript","SQL Server","GISP",8,9
"2019/06/08 11:42:34 PM GMT+1","Male","United States","Texas","18 to 24","High School or equivalent",,"Student - University/College","Under $20,000","Under 1 year","Intern","Defense","ArcGIS;AutoCAD","ArcGIS","50/50","No","50/50","Python;SQL Server","Python;JavaScript","File Geodatabase (ESRI)","No",6,7
"2019/06/09 12:14:00 AM GMT+1","Female","United States","New York","18 to 24","Bachelor's (Undergraduate) Degree","Yes","Entry level","$50,000 - $75,000","Under 1 year",,"Utilities","ArcGIS;ERDAS;Google Earth;CityEngine","ArcGIS","Exclusively","No","Vector","InDesign;PostGIS;SQL Server;AWS","SQL","PostgreSQL","No",8,8
"2019/06/09 4:29:32 AM GMT+1","Male","Canada",,"25 to 34","Bachelor's (Undergraduate) Degree","Yes","Mid level","$75,000 - $100,000","5-10 years","Support Specialist","Local Government","ArcGIS","ArcGIS","A bit","No","50/50","FME;SQL Server","Python;SQL","SQL Server","No",8,6
"2019/06/09 6:16:57 AM GMT+1","Male","New Zealand",,"25 to 34","Doctorate degree","Maybe","Mid level","$50,000 - $75,000","2-5 years","Post-Doctoral Fellow","Academia","ArcGIS;QGIS","ArcGIS","A bit","Illustrator","Vector","PostGIS;Python;R","Python;SQL","PostgreSQL","No",10,8
"2019/06/09 6:27:41 AM GMT+1","Female","United States","Oregon","25 to 34","2-Year Degree (Technical, Certificate, Associate's, etc)",,"Student - University/College","$20,000 - $30,000","Under 1 year","Intern","Non-Profit","ArcGIS;QGIS","ArcGIS","A bit","Illustrator","Vector",,"No","PostgreSQL","No",8,8
"2019/06/09 6:58:48 AM GMT+1","Male","Nepal",,"18 to 24","Bachelor's (Undergraduate) Degree","No","Student - University/College","Under $20,000","Not employed.",,"Academia","ArcGIS;AutoCAD;ERDAS;Google Earth;MapInfo;QGIS","ArcGIS","A bit","No","50/50","GDAL;PostGIS;Python;R","Python","PostgreSQL","No",6,6
"2019/06/09 7:57:29 AM GMT+1","Male","Slovenia",,"35 to 44","Master's Degree","Yes","Mid level","$20,000 - $30,000","11-25 years","Developer","IT","QGIS","QGIS",,"No","Raster","PyCharm","Python","None (ShapeFiles baby)","No",8,8
"2019/06/09 8:36:03 AM GMT+1","Male","Switzerland",,"35 to 44","Master's Degree","Maybe","Mid level","$100,000 - $150,000","11-25 years","Consultant","Public Health","ArcGIS;QGIS","ArcGIS","A bit","PhotoShop","Vector","Access;Python;R;SQL Server","Python","File Geodatabase (ESRI)","GISP",9,10
"2019/06/09 10:54:01 AM GMT+1","Male","Canada","Not United States","45 to 54","Master's Degree","Maybe","Self employed (Entrepreneur, Freelancer, etc..)","$50,000 - $75,000","11-25 years","Consultant","Insurance ","ArcGIS;QGIS;Google","ArcGIS","A bit","No","Vector","Access;FME;Pix4D;PostGIS;Python;R;SQL Server","Python;SQL;.NET;C#;JavaScript","SQL Server","No",8,6
"2019/06/09 11:23:43 AM GMT+1","Male","United States","New York","18 to 24","Bachelor's (Undergraduate) Degree",,"Looking for work","Under $20,000","Not employed.",,,"ArcGIS","ArcGIS","No","Illustrator","50/50",,"No","None (ShapeFiles baby)","No",7,8
"2019/06/09 11:44:54 AM GMT+1","Male","Luxembourg",,"25 to 34","Master's Degree","Yes","Entry level","$30,000 - $40,000","2-5 years","Doctoral Researcher","Academia","ArcGIS;AutoCAD;ERDAS;Google Earth;GRASS;QGIS","QGIS",,"PhotoShop","50/50","InDesign","No","File Geodatabase (ESRI)","No",8,9
"2019/06/09 7:29:37 PM GMT+1","Male","United States","Maine","25 to 34","Master's Degree","Maybe","Mid level","$75,000 - $100,000","2-5 years","Developer","Engineering","ArcGIS","ArcGIS","Primarily","No","Vector","PyCharm;Python","Python;SQL;JavaScript;Java","PostgreSQL","No",10,7
"2019/06/09 10:04:41 PM GMT+1","Female","New Zealand",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$40,000 - $50,000","5-10 years","Analyst/Developer","Local Government","ArcGIS","ArcGIS","Primarily","No","Vector","Python;SQL Server","Python;SQL","File Geodatabase (ESRI)","No",8,8
"2019/06/09 10:35:52 PM GMT+1","Male","United States","California","35 to 44","Master's Degree","Maybe","Mid level","$150,000 or more","11-25 years","Developer","GIS","ArcGIS;QGIS","ArcGIS","Exclusively","No","50/50","GDAL;PostGIS;Python","JavaScript","PostgreSQL","No",10,7
"2019/06/10 1:42:03 AM GMT+1","Female","Philippines",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","Under $20,000","1-2 years","Technician","Academia","Google Earth;GRASS;QGIS;GeoDa","QGIS",,"InkScape","50/50","GIMP;R;SQL Server","No","None (ShapeFiles baby)","No",7,9
"2019/06/10 7:40:43 AM GMT+1","Male","India","Not United States","18 to 24","Bachelor's (Undergraduate) Degree","No","Looking for work","$20,000 - $30,000","Under 1 year","Intern","GIS","ArcGIS;ERDAS;Google Earth;GRASS;QGIS","ArcGIS","A bit","PhotoShop","50/50","FME;Python;SQL Server","Python;SQL","PostgreSQL","No",7,10
"2019/06/10 3:31:09 PM GMT+1","Male","United States","Indiana","35 to 44","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","11-25 years","Analyst","Utilities","ArcGIS;AutoCAD","ArcGIS","No","No","Vector","Python;SQL Server","not required, but helpful","SQL Server","GISP",8,7
"2019/06/10 4:32:27 PM GMT+1","Male","United States","Washington","25 to 34","Master's Degree","Yes","Mid level","$50,000 - $75,000","5-10 years","Analyst","Local Government","ArcGIS;Google Earth","ArcGIS","50/50","No","50/50","Access;PyCharm;Python;R","Python","File Geodatabase (ESRI)","No",8,7
"2019/06/10 7:52:01 PM GMT+1","Male","Canada",,"45 to 54","High School or equivalent",,"Mid level","$75,000 - $100,000","26 or more years","Analyst","Local Government","ArcGIS;QGIS;python","ArcGIS","50/50","Shouldn't be an OR question. All of the above.","Vector","Access;FME;GDAL;GIMP;PostGIS;Python","No;Python;JavaScript","better as Ranked Q. Also there's diff between 'Choice' and 'Have to'","No",9,9
"2019/06/10 8:43:48 PM GMT+1","Male","United States","Oregon","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","5-10 years","Ecologist/Analyst","Environmental","ArcGIS;Google Earth","ArcGIS","50/50","No","Vector","Python","Python","File Geodatabase (ESRI)","No",7,7
"2019/06/10 10:13:27 PM GMT+1","Male","United States","Virginia","35 to 44","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","11-25 years","Analyst","Real Estate","MapInfo","MapInfo",,"No","Vector","Access;FME;Python;SQL Server","Mapbasic","SQL Server","No",8,7
"2019/06/11 12:21:41 AM GMT+1","Male","United Kingdom",,"18 to 24","Bachelor's (Undergraduate) Degree",,"Student - University/College","Under $20,000","Not employed.",,,"ArcGIS","ArcGIS","Primarily","No","50/50","Python","No","File Geodatabase (ESRI)","No",10,10
"2019/06/11 10:35:19 AM GMT+1","Male","United Kingdom","Not United States","18 to 24","Bachelor's (Undergraduate) Degree",,"Entry level","$30,000 - $40,000","2-5 years","Consultant","Civil Engineering","ArcGIS;AutoCAD","ArcGIS","50/50","No","Vector","FME;SQL Server","No","File Geodatabase (ESRI)","No",8,9
"2019/06/11 11:27:30 AM GMT+1","Male","Germany",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Mangement","$50,000 - $75,000","5-10 years","Coordinator","Environmental","ArcGIS;Google Earth;GRASS;QGIS","ArcGIS","A bit","No","Vector","Access;GDAL;GIMP","Python;Java","File Geodatabase (ESRI)","No",8,7
"2019/06/11 12:26:41 PM GMT+1","Female","United States","California","35 to 44","2-Year Degree (Technical, Certificate, Associate's, etc)",,"Student and hairstylist ","$20,000 - $30,000","11-25 years","Hairstylist","Beauty","ArcGIS;Google Earth;QGIS","ArcGIS","Primarily","No","50/50",,"No","Personal Geodatabase (ESRI)","No",5,10
"2019/06/11 12:40:40 PM GMT+1","Male","United States","Georgia","35 to 44","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","11-25 years","Analyst","Defense","ArcGIS;Google Earth","ArcGIS","No","No","Vector",,"No","Oracle","GISP",8,9
"2019/06/11 4:09:10 PM GMT+1","Male","Canada",,"25 to 34","Master's Degree","Yes","Self employed (Entrepreneur, Freelancer, etc..)","$50,000 - $75,000","5-10 years","Consultant","Non-Profit","ArcGIS;GRASS;QGIS","QGIS","No","No","50/50","GDAL;PostGIS;Python","Python;SQL;.NET;C#;JavaScript","PostgreSQL","No",7,4
"2019/06/11 4:09:16 PM GMT+1","Male","United States","Texas","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$40,000 - $50,000","2-5 years","Technician","Oil and Gas","ArcGIS;Google Earth","ArcGIS","A bit","No","Vector",,"No","Oracle","No",7,8
"2019/06/11 4:52:12 PM GMT+1","Male","Canada",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Looking for work","$75,000 - $100,000","5-10 years","Technician","Utilities","ArcGIS;AutoCAD;Global Mapper;Google Earth;QGIS","ArcGIS","A bit","No","50/50","FME;Python;R;SQL Server","No;Python;SQL","File Geodatabase (ESRI)","No",7,6
"2019/06/11 5:16:21 PM GMT+1","Male","United States","South Carolina","18 to 24","Bachelor's (Undergraduate) Degree",,"Mid level","$40,000 - $50,000","1-2 years","Analyst","Local Government","ArcGIS;Google Earth;QGIS","ArcGIS","Primarily","GIMP","Vector","Python;SQL Server;Microsoft Visual Studio Code, Motorola PremierOne Computer Aided Dispatch","Python;SQL;JavaScript","SQL Server","No",10,8
"2019/06/11 5:46:49 PM GMT+1","Male","United States","Ohio","25 to 34","Bachelor's (Undergraduate) Degree","Additional schooling in computer science is a plus","Entry level","$50,000 - $75,000","1-2 years","Support Specialist","Utilities","ArcGIS;AutoCAD;Google Earth","ArcGIS","No","No","Vector","Access;Python","Python;SQL;JavaScript","Used fgdb and Oracle only","No",8,7
"2019/06/11 6:19:23 PM GMT+1","Male","Chile",,"35 to 44","Bachelor's (Undergraduate) Degree",,"Mid level","$20,000 - $30,000","2-5 years","Coordinator","Central Government","GRASS;QGIS","QGIS",,"No","Vector","R","No","SQLite (SpatiaLite, GeoPackage)","No",8,9
"2019/06/11 7:12:30 PM GMT+1","Female","Canada","Not United States","18 to 24","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","2-5 years","Technician","Central Government","ArcGIS;Google Earth","ArcGIS","Primarily","No","50/50","Access;Microstation","Python","File Geodatabase (ESRI)","No",8,8
"2019/06/11 7:15:03 PM GMT+1","Male","United States","New Jersey","25 to 34","Bachelor's (Undergraduate) Degree",,"Internship","$20,000 - $30,000","Under 1 year","Intern","Local Government","ArcGIS","ArcGIS","A bit","No","Vector",,"No","File Geodatabase (ESRI)","No",7,8
"2019/06/11 7:26:55 PM GMT+1","Male","United States","California","25 to 34","Master's Degree","Maybe","Entry level","$50,000 - $75,000","2-5 years","Analyst","Local Government","ArcGIS","ArcGIS","Exclusively","No","Vector","Python;Excel","No;Python","SQL Server","No",9,10
"2019/06/11 7:58:56 PM GMT+1","Male","United States","Pennsylvania","18 to 24","Bachelor's (Undergraduate) Degree","Yes","Entry level","$40,000 - $50,000","1-2 years","Analyst","GIS","ArcGIS;AutoCAD","ArcGIS","Exclusively","Illustrator","Vector","Python","No","File Geodatabase (ESRI)","No",9,10
"2019/06/11 8:01:04 PM GMT+1","Male","Canada",,"18 to 24","Master's Degree","Maybe","Mid level","$30,000 - $40,000","Under 1 year","Research Assistant","Academia","ArcGIS;ENVI;Google Earth;QGIS","ArcGIS","A bit","No","50/50","PostGIS;Python;R;SQL Server;Stata","Python;SQL;R, Stata","PostgreSQL","No",7,9
"2019/06/11 8:20:35 PM GMT+1","Male","United States","Pennsylvania","25 to 34","Master's Degree","Maybe","Mid level","$50,000 - $75,000","5-10 years","Analyst","Local Government","ArcGIS;Google Earth","ArcGIS","Primarily","InkScape","Vector","GDAL;PostGIS;PyCharm;Python;R","Python;SQL;JavaScript;R","PostgreSQL","No",7,6
"2019/06/11 8:52:04 PM GMT+1","Female","United States","Pennsylvania","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","2-5 years","Specialist","Civil Engineering","ArcGIS;QGIS","ArcGIS","A bit","No","Vector","Python","Python;SQL","File Geodatabase (ESRI)","No",7,4
"2019/06/11 9:33:58 PM GMT+1","Male","United States","Texas","25 to 34","2-Year Degree (Technical, Certificate, Associate's, etc)",,"Somewhere between entry and mid","$30,000 - $40,000","2-5 years","Coordinator","Local Government","ArcGIS;AutoCAD;Google Earth;QGIS","ArcGIS","50/50","GIMP","Vector","Access;GIMP;Python;SQL Server","Python;SQL;JavaScript","File Geodatabase (ESRI)","No",9,8
"2019/06/12 12:38:19 AM GMT+1","Female","United States","California","18 to 24","Bachelor's (Undergraduate) Degree","Yes","Student - University/College","Under $20,000","Under 1 year","Intern","Central Government","ArcGIS;Google Earth","ArcGIS","Exclusively","No","50/50",,"No","None (ShapeFiles baby)","No",5,8
"2019/06/12 3:32:51 AM GMT+1","Male","United States","New York","35 to 44","Master's Degree","Yes","Self employed (Entrepreneur, Freelancer, etc..)","$75,000 - $100,000","5-10 years","Consultant","GIS","ArcGIS;QGIS;TerraExplorer","QGIS","No","No","Vector","Python","Python;JavaScript","File Geodatabase (ESRI)","No",8,4
"2019/06/12 6:39:20 AM GMT+1","Male","Canada","Not United States","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$40,000 - $50,000","2-5 years","Geologist","Consulting","ArcGIS;Google Earth","ArcGIS","No","GIMP","50/50","Access;GIMP;SQL Server","Python;SQL","Excel lololol jk Access","GIT",6,6
"2019/06/12 3:30:24 PM GMT+1","Male","Netherlands",,"25 to 34","Master's Degree","Yes","Student - University/College","Under $20,000","Not employed.",,"Education","ArcGIS;QGIS","ArcGIS","Primarily","No","Raster","FME;Pix4D;PostGIS;PyCharm;Python;R","Python;SQL;R","PostgreSQL","No",8,9
"2019/06/12 4:39:33 PM GMT+1","Male","United States","Arizona","25 to 34","Master's Degree","My MS is not GIS-related and was largely insignificant in obtaining my current position.","Student - University/College","$30,000 - $40,000","2-5 years","Analyst","Education","ArcGIS;AutoCAD;Google Earth","ArcGIS","A bit","No","Vector","Pix4D;SQL Server","No","File Geodatabase (ESRI)","No",8,7
"2019/06/12 5:18:20 PM GMT+1","Male","United States","Tennessee","45 to 54","Doctorate degree","Yes","Mangement","$50,000 - $75,000","26 or more years","Manager","Central Government","ArcGIS;Google Earth","ArcGIS","50/50","Illustrator","Vector","Access;Python;SQL Server","Python;SQL","SQL Server","No",5,5
"2019/06/12 8:31:56 PM GMT+1","Male","United States","Virginia","25 to 34","Master's Degree","Yes","Mid level","$75,000 - $100,000","2-5 years","Consultant","Environmental","ArcGIS;GRASS;QGIS;Whitebox","ArcGIS","No","No","50/50","Access;Python;R","Python","File Geodatabase (ESRI)","No",6,6
"2019/06/12 9:56:23 PM GMT+1","Male","United States","Wisconsin","35 to 44","Bachelor's (Undergraduate) Degree",,"Mid level","$40,000 - $50,000","5-10 years","Specialist","NGO","ArcGIS;GRASS;QGIS","ArcGIS","Primarily","Illustrator","50/50","GIMP","No","File Geodatabase (ESRI)","No",7,6
"2019/06/13 1:34:13 AM GMT+1","Female","United States","Ohio","35 to 44","2-Year Degree (Technical, Certificate, Associate's, etc)",,"Student - University/College","$20,000 - $30,000","Under 1 year","Intern","Local Government","ArcGIS","ArcGIS","A bit","No","Vector","SQL Server","No","Personal Geodatabase (ESRI)","No",5,4
"2019/06/13 1:34:52 AM GMT+1","Male","United States","Texas","25 to 34","Master's Degree","Yes","Mid level","$50,000 - $75,000","2-5 years","Administrator","Civil Engineering","ArcGIS;AutoCAD","ArcGIS","50/50","No","50/50","FME;Python;SQL Server","Python","File Geodatabase (ESRI)","No",8,10
"2019/06/13 2:33:44 PM GMT+1","Male","Canada","Not United States","18 to 24","2-Year Degree (Technical, Certificate, Associate's, etc)",,"Entry level","$40,000 - $50,000","2-5 years","Technician","Local Government","ArcGIS;Google Earth;QGIS","ArcGIS","50/50","No","Vector","Python","Python","File Geodatabase (ESRI)","No",8,8
"2019/06/13 3:36:12 PM GMT+1","Male","United States","Oklahoma","45 to 54","Bachelor's (Undergraduate) Degree","Maybe","Mangement","$75,000 - $100,000","26 or more years","Senior Analyst","Real Estate","ArcGIS;AutoCAD;Google Earth;QGIS","ArcGIS","Primarily","GIMP","Vector","FME;GIMP;Pix4D;PyCharm;Python;SQL Server","Python;SQL;C#;JavaScript","SQL Server","No",9,10
"2019/06/13 4:17:02 PM GMT+1","Male","United States","Florida","25 to 34","Master's Degree","Yes","Entry level","$50,000 - $75,000","Under 1 year","Job 1: analyst job2: developer ","Transportation","ArcGIS;Google Earth;QGIS","ArcGIS","No","No","Vector","Vs code ","JavaScript","PostgreSQL","No",6,9
"2019/06/13 5:46:50 PM GMT+1","Male","United States","Michigan","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$50,000 - $75,000","2-5 years","Electrical Designer","Utilities","ArcGIS;Google Earth","ArcGIS","No","No","Raster",,"Python","None (ShapeFiles baby)","No",4,4
"2019/06/13 8:09:14 PM GMT+1","Female","United States","California","25 to 34","Master's Degree","Maybe","Mid level","$75,000 - $100,000","2-5 years","Analyst","Local Government","ArcGIS","ArcGIS","No","No","Vector","Python;SQL Server","No","File Geodatabase (ESRI)","GISP",8,10
"2019/06/13 9:13:35 PM GMT+1","Male","Canada",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","2-5 years","Analyst","Environmental","ArcGIS;QGIS","ArcGIS","No","No","50/50","GDAL;PostGIS;Python;R","Python;R","File Geodatabase (ESRI)","No",9,9
"2019/06/13 10:05:06 PM GMT+1","Female","Canada",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$20,000 - $30,000","2-5 years","Geologist","Academia","ArcGIS;Google Earth","ArcGIS","No","No","50/50",,"No","File Geodatabase (ESRI)","No",5,9
"2019/06/14 8:49:49 AM GMT+1","Male","Germany",,"35 to 44","Doctorate degree","Yes","Mid level","$50,000 - $75,000","2-5 years","Researcher","Academia","ArcGIS;Google Earth;QGIS","ArcGIS","Exclusively","Illustrator","50/50","GDAL;Matlab;PostGIS;PyCharm;Python","Python;JavaScript","PostgreSQL","OCPJP",6,7
"2019/06/14 11:51:27 AM GMT+1","Male","Norway",,"25 to 34","Master's Degree","Yes","Mid level","$50,000 - $75,000","2-5 years","Technician","Environmental","ArcGIS;Google Earth;QGIS","QGIS","A bit","No","Vector","PostGIS;Python","Python;SQL;Java","PostgreSQL","No",9,9
"2019/06/14 12:17:34 PM GMT+1","Male","Philippines","Not United States","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","Under $20,000","5-10 years","Researcher","Academia","ArcGIS;ENVI;Google Earth;QGIS","ArcGIS","50/50","No","Vector","Stata","No","None (ShapeFiles baby)","No",7,5
"2019/06/14 2:11:20 PM GMT+1","Male","United States","Michigan","18 to 24","Bachelor's (Undergraduate) Degree",,"Entry level","$40,000 - $50,000","Under 1 year","Technician","Civil Engineering","ArcGIS","ArcGIS","50/50","No","Vector","Python","Python","File Geodatabase (ESRI)","No",8,8
"2019/06/14 3:44:47 PM GMT+1","Male","Canada",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$30,000 - $40,000","1-2 years","Support Specialist","Central Government","ArcGIS;QGIS","ArcGIS","No","No","Vector","Python","Python","File Geodatabase (ESRI)","No",10,8
"2019/06/14 3:57:44 PM GMT+1","Male","United States","Texas","35 to 44","Bachelor's (Undergraduate) Degree",,"Entry level","$50,000 - $75,000","11-25 years","Technician","Local Government","ArcGIS;AutoCAD;Google Earth","ArcGIS","No","Illustrator","Vector","FME;GIMP;Python","No","File Geodatabase (ESRI)","No",8,7
"2019/06/14 4:46:20 PM GMT+1","Male","United States","North Carolina","25 to 34","Master's Degree","Maybe","Mid level","$75,000 - $100,000","1-2 years","Developer","Finance","Google Earth;GRASS;QGIS","QGIS",,"Affinity Designer","Vector","GDAL;PostGIS;Python","Python;SQL","PostgreSQL","No",8,7
"2019/06/14 7:06:31 PM GMT+1","Male","United States","Pennsylvania","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$75,000 - $100,000","1-2 years","Developer","Healthcare","ArcGIS","ArcGIS","A bit","GIMP","Vector","GIMP;PostGIS;Python;Oracle","Python;SQL;JavaScript","PostgreSQL","AWS Solutions Architect Associate",1,1
"2019/06/14 7:21:13 PM GMT+1","Female","Canada",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$40,000 - $50,000","5-10 years","Specialist","Utilities","ArcGIS;AutoCAD;Global Mapper;Google Earth;GRASS;QGIS;SmallWorld","ArcGIS","50/50","No","50/50","FME;Microstation;Python;R","Python;SQL;JavaScript","File Geodatabase (ESRI)","No",7,8
"2019/06/14 7:55:54 PM GMT+1","Male","Canada","Not United States","18 to 24","Bachelor's (Undergraduate) Degree",,"Entry level","$40,000 - $50,000","Under 1 year","Technician","Central Government","ArcGIS;Google Earth;QGIS","ArcGIS","No","No","Vector","PyCharm;Python;SQL Server","Python;SQL","File Geodatabase (ESRI)","No",5,8
"2019/06/14 10:47:43 PM GMT+1","Male","United States","Texas","25 to 34","Master's Degree","Maybe","Mid level","$50,000 - $75,000","2-5 years","Programmer Analyst","Local Government","ArcGIS;QGIS","ArcGIS","Exclusively","No","Vector","Python;SQL Server","Python;SQL;JavaScript","SQL Server","No",7,6
"2019/06/14 11:55:45 PM GMT+1","Male","Canada",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$40,000 - $50,000","Under 1 year","Technician","Oil and Gas","ArcGIS","ArcGIS","A bit","No","Vector",,"No","File Geodatabase (ESRI)","No",8,9
"2019/06/15 7:27:44 PM GMT+1","Male","Germany",,"25 to 34","Master's Degree","Yes","Mid level","$40,000 - $50,000","1-2 years","Researcher","Energy","Google Earth;GRASS;QGIS","QGIS",,"GIMP","Vector","FME;GDAL;GIMP;PostGIS;PyCharm;Python;pgRouting","Python;SQL;JavaScript","PostgreSQL","No",7,7
